EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NICAR_RULEYEAR,NICAR_RULEMON,NICAR_TAXYEAR,NICAR_TAXMONTH
10317643,HEBRON COMMUNITY BAPTIST CHURCH,,PO BOX 302,HEBRON,ME,04238-0302,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1955,4,,
10317679,FAMILY PLANNING ASSOCIATION OF MAINE INC,,PO BOX 587,AUGUSTA,ME,04332-0587,0,3,3,1200,197209,1,15,59179000,1,1,201406,7,7,1,0,6,6618144,8985039,8014048,E42,,1972,9,2014,6
10317698,CALAIS METHODIST HOME INC,,116 PALMER ST,CALAIS,ME,04619-1336,0,3,3,1000,200301,1,16,402382000,1,1,201412,6,5,1,0,12,2382335,908015,908015,L22,,2003,1,2014,12
10317771,LONG ISLAND CIVIC ASSOCIATION,% PATRICIA PAPKEE,PO BOX 307,LONG ISLAND,ME,04050-0307,0,3,3,1000,198608,1,15,318350408,5,1,201407,0,0,2,0,7,0,0,0,,,1986,8,2014,7
10317899,DOVER-FOXCROFT HOUSING DEVELOPMENT CORPORATION,,33 THAYER PKWY,DOVR FOXCROFT,ME,04426-3763,0,4,3,1000,197311,2,0,382000000,1,1,201412,5,4,1,0,12,998697,471292,469399,,,1973,11,2014,12
10318051,CENTRAL MAINE AREA AGENCY ON AGING,,PO BOX 2589,AUGUSTA,ME,04338-2589,0,3,3,2000,198110,1,15,575000000,1,1,201409,7,7,1,0,9,6018789,6601254,5969449,P81Z,SPECTRUM GENERATIONS,1981,10,2014,9
10318334,FAITH ALLIANCE CHURCH OF WINTHROP,,PO BOX 389,READFIELD,ME,04355-0389,2284,3,9,7000,197205,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1972,5,,
10318674,HARRINGTON LIBRARY ASSOCIATION,% GALLISON MEMORIAL LIBRARY,PO BOX 176,HARRINGTON,ME,04643-0176,0,3,3,1000,201502,1,15,61000000,1,1,201412,0,0,2,0,12,0,0,0,P20,,2015,2,2014,12
10318746,BELFAST CHAMBER OF COMMERCE,,PO BOX 58,BELFAST,ME,04915-0058,0,6,3,3000,197406,2,0,200000000,1,1,201412,3,4,1,0,12,81529,200849,200849,,,1974,6,2014,12
10318796,CHEBEAGUE TRANSPORTATION CO,% SUSAN STRANAHAM,PO BOX 27,CHEBEAGUE IS,ME,04017-0027,0,3,3,6000,201406,1,16,0,1,1,201412,5,5,1,0,6,817775,770509,770509,W40,,2014,6,2014,12
10318866,PEABODY MEMORIAL LIBRARY,,PO BOX 210,JONESPORT,ME,04649-0210,0,3,3,2000,197304,1,15,61000000,1,1,201412,0,0,2,0,12,0,0,0,,,1973,4,2014,12
10319083,PISCATAQUIS VALLEY FAIR ASSOCIATION INC,,PO BOX 197,DOVR FOXCROFT,ME,04426-0197,0,5,3,1000,197312,2,0,65207000,1,1,201312,4,4,1,0,12,422295,149389,149389,N520,,1973,12,2013,12
10319421,UNIVERSITY OF MAINE STUDENT GOVERNMENT INC,,5748 MEMORIAL UN,ORONO,ME,04469-5748,0,3,3,2000,197601,1,15,37000000,5,1,201406,4,5,1,0,6,161175,793717,793717,,,1976,1,2014,6
10319434,KIWANIS INTERNATIONAL INC,% HERBERT HOPKINS,P O BOX 538,EDDINGTON,ME,04412-0000,26,4,9,1300,194007,2,0,76000000,5,1,201409,0,0,2,0,9,0,0,0,,K02336 BREWER,1940,7,2014,9
10319524,MAINE PRESERVATION,,233 W MAIN ST,YARMOUTH,ME,04096-8403,0,3,3,2000,197606,1,16,119000000,1,1,201409,5,4,1,0,3,775809,280892,252103,A82Z,,1976,6,2014,9
10319646,GEORGETOWN VOLUNTEER FIRE DEPARTMENT INC,% RON HAYWARD,PO BOX 199,GEORGETOWN,ME,04548-0199,0,3,3,1000,200909,1,15,407000000,1,1,201506,4,4,1,0,6,273185,105366,102604,M24,,2009,9,2015,6
10319671,WELLINGTON EVANGELICAN COMMUNITY CHURCH,,LOCAL,WELLINGTON,ME,04990-0000,0,3,3,1000,197303,1,10,1000000,1,1,,0,0,6,0,12,0,0,0,,,1973,3,,
10319802,SPURWINK SERVICES INCORPORATED,,899 RIVERSIDE ST,PORTLAND,ME,04103-1070,0,3,3,2000,197311,1,11,30160399,1,1,201406,8,9,1,0,6,25751162,51087551,51041536,,,1973,11,2014,6
10320500,EVERGREEN CEMETERY ASSOC,,PO BOX 267,ALFRED,ME,04002-0267,0,13,3,1000,197307,1,0,900000000,1,1,201412,5,4,1,0,12,567125,108824,30337,Y52Z,,1973,7,2014,12
10320766,NORTHEAST CONTACT FOR BETTER BUSINESS INC,% CALVIN E TRUE ESQ,PO BOX 486,BREWER,ME,04412-0486,0,3,3,1000,197508,1,15,998000000,1,1,201412,0,0,2,0,12,0,0,0,,,1975,8,2014,12
10320915,SNO-DEVILS SNOWMOBILE CLUB,,PO BOX 141,SAINT ALBANS,ME,04971-0141,0,7,3,1000,197401,2,0,317000000,1,1,201312,0,0,2,0,12,0,0,0,,,1974,1,2013,12
10321150,DECKER-SIMMONS POST 0051 AMERICAN LEGION,,PO BOX 94,OAKLAND,ME,04963-0094,925,19,9,1000,194603,1,0,907908000,5,1,201412,1,4,1,0,12,1,220786,160114,,0051 DECKER-SIMONS,1946,3,2014,12
10321284,THE BIBLE SPEAKS,,27 W CENTRAL ST,NATICK,MA,01760-4501,0,3,3,7000,197407,1,10,29000000,1,1,,0,0,6,0,12,0,0,0,,,1974,7,,
10321597,DIOCESAN BUREAU OF HOUSING DEERING PAVILION,,880 FOREST AVENUE,PORTLAND,ME,04103-4128,928,3,9,1700,194603,1,16,150120000,5,1,201506,7,6,1,0,6,8879763,2696443,2696443,L21Z,,1946,3,2015,6
10321987,AGRICULTURAL BARGAINING COUNCIL,,744 MAIN STREET,PRESQUE ISLE,ME,04769-2271,0,5,3,1000,197504,2,0,249000000,1,1,201506,4,4,1,0,6,132192,102964,102964,,,1975,4,2015,6
10322290,HERITAGE VIVANT-LIVING HERITAGE,,120 ST MARYS BROOK RD,VAN BUREN,ME,04785-1610,0,3,3,1200,197512,1,15,62063119,1,1,201412,4,3,1,0,12,348776,81695,81695,,,1975,12,2014,12
10322361,WINDHAM SENIORS HOUSING CORPORATION,% AVESTA HOUSING,307 CUMBERLAND AVE,PORTLAND,ME,04101-4920,0,3,3,1000,197403,1,16,382000000,1,1,201312,1,5,1,0,12,1,778514,526310,,,1974,3,2013,12
10322531,AROOSTOOK AREA AGENCY ON AGING INC,,PO BOX 1288,PRESQUE ISLE,ME,04769-1288,0,3,3,1000,198007,1,15,575569000,1,1,201409,6,6,1,0,9,1451992,2715174,2715174,P81Z,,1980,7,2014,9
10322532,DAY ONE,,525 MAIN STREET,S PORTLAND,ME,04106-5462,0,3,3,1000,197402,1,15,999000000,1,1,201406,6,6,1,0,6,1194972,3459610,3439858,F20Z,,1974,2,2014,6
10322800,MAINE LAKES SOCIETY,,PO BOX 447,BELGRADE LKS,ME,04918-0447,0,3,3,1000,197909,1,15,994379529,1,1,201412,3,4,1,0,12,56317,106306,106306,C32,,1979,9,2014,12
10322936,PINE TREE ACADEMY,,67 POWNAL RD,FREEPORT,ME,04032-5711,1071,3,9,7000,194704,1,10,211029000,5,1,,0,0,6,0,12,0,0,0,,,1947,4,,
10323144,GREATER PORTLAND CHRISTIAN SCHOOL ASSOCIATION,,1338 BROADWAY,S PORTLAND,ME,04106-4147,0,3,3,2000,197606,1,11,30000000,1,1,201506,5,5,1,0,6,557670,829489,821016,,,1976,6,2015,6
10323145,ROCKPORT BOAT CLUB,% ALEXANDER ARMENTROUT,PO BOX 254,ROCKPORT,ME,04856-0254,0,4,3,3000,200906,2,0,0,1,1,201412,4,3,1,0,12,110203,92230,80187,N67,,2009,6,2014,12
10323263,SKOWHEGAN NURSERY SCHOOL INC,,135 DR MANN RD,SKOWHEGAN,ME,04976-4112,0,3,3,2000,197406,1,11,32000000,1,1,201406,3,3,1,0,6,29209,84365,84365,,,1974,6,2014,6
10323280,PENQUIS MENTAL HEALTH ASSOCIATION,,572 BANGOR RD,DOVR FOXCROFT,ME,04426-3373,0,3,3,2000,198002,1,11,31160408,1,1,201406,7,5,1,0,6,5297900,621255,555101,F30Z,,1980,2,2014,6
10323898,CHRISTIAN LIFE CENTER,,PO BOX 530,FRENCHVILLE,ME,04745-0530,928,3,9,2700,194603,0,15,0,0,1,,0,0,13,0,12,0,0,0,,,1946,3,,
10323915,AMBULANCE SERVICE INC,,PO BOX 190,FORT KENT,ME,04743-0190,0,4,3,3000,197807,2,0,179000000,1,1,201412,6,5,1,0,12,1098036,852729,852729,,,1978,7,2014,12
10324011,BRUNSWICK REGIONAL YOUTH ORCHESTRA,,PO BOX 40,YARMOUTH,ME,04096-0040,0,3,0,1000,198104,0,15,0,1,1,201508,0,0,2,0,8,0,0,0,,,1981,4,2015,8
10324012,MAINE RIGHT TO LIFE COMMITTEE,,PO BOX 257,AUBURN,ME,04212-0257,0,4,3,3000,197501,2,0,543480000,1,1,201412,2,3,1,0,12,11739,53532,53532,,,1975,1,2014,12
10324035,BRIDGTON ROAD CHURCH,,450 ROOSEVELT TRL,CASCO,ME,04015-3516,2284,3,9,7000,197205,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,CASCO ALLIANCE CHURCH,1972,5,,
10324317,BREMEN LIBRARY ASSOCIATION,,PO BOX 163,BREMEN,ME,04551-0163,0,3,3,2000,197208,1,15,994059061,5,1,201507,4,3,2,0,7,306096,47916,40799,,,1972,8,2015,7
10324705,SUSAN L CURTIS CHARITABLE FOUNDATION,,1321 WASHINGTON AVE STE 104,PORTLAND,ME,04103-3636,0,3,3,1000,197105,1,15,325328349,1,1,201410,6,6,1,0,10,2912823,1959692,973627,N20I,,1971,5,2014,10
10325659,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,% EUGENE GRINDLE,8 WESTERN COUNTY RD,PENOBSCOT,ME,04476-3058,943,3,9,1200,194605,1,16,119602281,5,1,201412,0,0,2,0,12,0,0,0,,K026 BANGOR,1946,5,2014,12
10325912,MATTANAWCOOK TERRACE HOUSING CORP,,4 UNION ST STE 9,BANGOR,ME,04401-6457,0,4,3,0,197701,2,0,0,5,1,201412,6,4,1,0,12,1168624,220333,220333,,,1977,1,2014,12
10326171,ST LOUIS BOOSTER CLUB,,45 OLD CARRIAGE RD,AUBURN,ME,04210-8946,0,3,3,1000,197406,1,9,349000000,1,1,201405,0,0,2,0,5,0,0,0,,,1974,6,2014,5
10326419,WAYFINDER SCHOOLS,,PO BOX 65,NEW GLOUCESTR,ME,04260-0065,0,3,3,2000,197407,1,11,30566994,1,1,201406,7,6,0,0,6,9695991,1156574,1156574,B90,,1974,7,2014,6
10326524,BAYVIEW HALL INC,% MERRILL E MEANS,172 HIGH ST,BROOKLIN,ME,04616-3130,0,4,3,3000,197411,2,0,408000000,1,1,201412,0,0,2,0,12,0,0,0,,,1974,11,2014,12
10326651,UNITED STEELWORKERS,% SCOTT EGGLESTON,85 OLD POINT AVE,MADISON,ME,04950-1144,260,5,9,3000,194012,2,0,263059269,5,1,201412,3,4,1,0,12,76469,184121,184121,,04-00036 LOCAL UNION,1940,12,2014,12
10327007,BETHEL HISTORICAL SOCIETY,,PO BOX 12,BETHEL,ME,04217-0012,0,3,3,2000,199806,1,16,62000000,1,1,201412,6,5,1,0,12,1599493,524166,519005,,,1998,6,2014,12
10327860,CHILDRENS NURSERY SCHOOL,% JEANNE SWANTON,PO BOX 8086,PORTLAND,ME,04104-8086,0,3,3,2000,197502,1,11,32000000,1,1,201506,0,0,2,0,6,0,0,0,,,1975,2,2015,6
10327898,CORINNA HOUSING CORPORATION,,25 SUNSHINE VILLAGE DR,CORINNA,ME,04928-3742,0,4,3,3000,197405,2,0,382000000,1,1,201412,6,4,1,0,12,1127330,284951,284951,,SUNSHINE VILLAGE,1974,5,2014,12
10328017,AUGUSTA REGIONAL CHURCH HOUSING CORP BETA,% DIRIGO HOUSING ASSOC,21 GRAY BIRCH DRIVE NO 1,AUGUSTA,ME,04330-6105,0,4,3,3000,197508,2,0,2380382,1,1,201412,6,6,1,0,12,3140626,1021798,1021798,,,1975,8,2014,12
10328098,WHITNEYVILLE LIBRARY AND WHATNOT ASSOCIATION INC,% PATRICIA BRIGHTLY,51 SCHOOL ST,WHITNEYVILLE,ME,04654-4240,0,3,3,1000,198805,1,15,61000000,1,1,201412,0,0,2,0,12,0,0,0,,,1988,5,2014,12
10328376,EASTERN AGENCY ON AGING,% LAUREN CYR,450 ESSEX ST,BANGOR,ME,04401-3937,0,3,3,2000,197605,1,15,569000000,1,1,201409,6,6,1,0,9,2312254,3625297,3437433,P81Z,,1976,5,2014,9
10328442,EASTERN MAINE HEALTHCARE SYSTEMS,,14 ACCESS HWY,CARIBOU,ME,04736-3806,5247,3,9,1000,200506,1,11,179000000,5,1,201409,7,8,1,0,9,6656421,12063300,12063300,E200,EASTERN MAINE HOMECARE,2005,6,2014,9
10329152,BUCKSPORT BIBLE CHURCH,,PO BOX Q,BUCKSPORT,ME,04416-1217,0,3,3,7000,199512,1,10,1029030,1,1,,0,0,6,0,8,0,0,0,X20Z,,1995,12,,
10329208,AMVETS,% CATHERINE MARKLAND,PO BOX 498,SANFORD,ME,04073-0498,838,19,9,1000,195402,1,0,907908566,5,1,201506,4,4,1,0,6,328453,489149,218508,,ME-0003,1954,2,2015,6
10329300,RUMFORD GROUP HOME INC,,160 LINCOLN AVE,RUMFORD,ME,04276-1846,0,3,3,1000,197509,1,15,572326328,1,1,201406,6,6,1,0,6,4909692,1392648,1392648,P730,,1975,9,2014,6
10329401,GRAY MEMORIAL UNITED METHODIST,,PO BOX 69,CARIBOU,ME,04736-0069,2573,3,9,7100,197410,1,10,0,5,1,201312,0,0,6,0,12,0,0,0,,,1974,10,2013,12
10329517,ALPHA PHI OMEGA,% NATHANIEL ZMEK,MMA BOX E 41,CASTINE,ME,04420-0001,1113,3,9,1000,197006,1,16,36040908,5,1,201412,0,0,2,0,12,0,0,0,,PHI EPSILON CHAPTER,1970,6,2014,12
10329633,BAKER MOUNTAIN SKI TOW CLUB,,PO BOX 43,BINGHAM,ME,04920-0043,0,3,3,2000,201009,1,15,317000000,1,1,201412,0,0,2,0,12,0,0,0,N68,,2010,9,2014,12
10329670,HOSPITAL ADMINISTRATIVE DISTRICT 4,% MAYO REGIONAL HOSPITAL,897 W MAIN ST,DOVR FOXCROFT,ME,04426-1029,0,3,3,8000,200601,1,12,150000000,1,1,,0,0,14,0,9,0,0,0,E20,MAYO REGIONAL HOSPITAL,2006,1,,
10329748,WALDOBORO PUBLIC LIBRARY,,PO BOX 768,WALDOBORO,ME,04572-0768,0,3,3,1000,198808,1,15,61000000,1,1,201412,6,4,1,0,12,1200730,161494,144043,B71Z,,1988,8,2014,12
10329792,DELTA AMBULANCE CORP,,29 CHASE AVE,WATERVILLE,ME,04901-4642,0,3,3,1000,197508,1,16,158000000,1,1,201412,8,7,1,0,12,10979838,8566600,7620191,E62Z,,1975,8,2014,12
10330234,FIRST EVANGELICAL FREE CHURCH OF MAINE,,355 BRIDGTON RD,WESTBROOK,ME,04092-3605,1729,3,9,7100,196504,1,10,59927602,5,1,201203,0,0,6,0,3,0,0,0,,FIRST EFC OF MAINE,1965,4,2012,3
10331180,DOWNEAST HORIZONS INC,,1200 STATE HIGHWAY 3,BAR HARBOR,ME,04609-7131,0,3,3,1000,197504,1,15,160000000,1,1,201306,6,6,1,0,6,3936196,4890188,4890188,F80,,1975,4,2013,6
10331435,SOUTH CHURCH HOUSING CORP,% JEFFREY S TROIANO,PO BOX 723,KENNEBUNKPORT,ME,04046-0723,0,3,3,1000,200805,1,16,0,1,1,201412,3,3,2,0,12,38404,38063,38063,L21,,2008,5,2014,12
10331517,SQUARE AND COMPASS CLUB,% STANLEY P PATON,PO BOX 390,WARREN,ME,04864-0390,0,10,3,1000,197701,1,0,36000000,1,1,201412,0,0,2,0,12,0,0,0,,,1977,1,2014,12
10331589,BELFAST FIRST BAPTIST CHURCH,,95 HIGH ST,BELFAST,ME,04915-6349,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3210,1955,4,,
10331728,PATHWAYS INC,,PO BOX 1267,AUBURN,ME,04211-1267,0,3,3,1200,197602,1,10,31160574,1,1,201506,5,6,1,0,6,714084,1749644,1749644,Z99Z,,1976,2,2015,6
10331915,NEWPORT MASONIC ASSOCIATION,% STEPHEN HOEKSTRA - ASSIST SEC,1002 ELM ST,NEWPORT,ME,04953-3468,0,2,3,1000,199404,2,0,912000000,1,1,201412,0,0,2,0,12,0,0,0,,,1994,4,2014,12
10332058,HANCOCK COUNTY AUDITORIUM ASSOCIATES,,165 MAIN ST,ELLSWORTH,ME,04605-1903,0,3,3,1000,197511,1,15,90000000,1,1,201406,5,5,1,0,6,772477,585734,575310,A610,,1975,11,2014,6
10332201,SMART-SOUCIE POST 176 THE AMERICAN LEGION DEPARTMENT OF MAINE,% ROY ROALF,PO BOX 306,EAGLE LAKE,ME,04739-0306,0,19,3,1000,201203,1,0,907908000,5,1,201412,3,3,1,0,12,45650,97212,55877,W30,,2012,3,2014,12
10332240,TABERNACLE BAPTIST CHURCH,,PO BOX 367,TOPSHAM,ME,04086-0367,0,3,3,7000,197611,1,10,1000000,1,1,,0,0,6,0,12,0,0,0,,,1976,11,,
10332278,BRADFORD HOUSING CORPORATION,,4 UNION ST STE 9,BANGOR,ME,04401-6457,0,4,3,3000,197808,2,0,382000000,1,1,201412,5,4,1,0,12,814613,186540,186540,,,1978,8,2014,12
10332352,PATTEN HOUSING CORP,,PO BOX 417,PATTEN,ME,04765-0417,0,4,3,1000,198112,2,0,380000000,1,1,201412,5,4,1,0,12,667558,258113,258113,L22Z,,1981,12,2014,12
10332353,CORINTH HOUSING CORPORATION,,PO BOX 71,STETSON,ME,04488-0071,0,4,3,3000,197605,2,0,381382000,1,1,201412,5,4,1,0,12,531976,190900,190900,,,1976,5,2014,12
10332476,FULLER CEMETERY ASSOCIATION INC,% RICHARD D WITHERSPOON,PO BOX 461,NORTH HAVEN,ME,04853-0461,0,13,3,2000,201111,1,0,900000000,1,1,201412,0,0,2,0,12,0,0,0,Y50,,2011,11,2014,12
10332769,FREEPORT COMMUNITY SERVICES INC,,PO BOX 119,FREEPORT,ME,04032-0119,0,3,3,1000,197703,1,15,569000000,1,1,201506,6,5,1,0,6,2190703,724861,620671,P20L,,1977,3,2015,6
10332797,CHRIST CHURCH OF PORTLAND,,1900 CONGRESS ST,PORTLAND,ME,04102-1904,0,3,3,7000,197512,1,10,1007029,1,1,,0,0,6,0,12,0,0,0,,,1975,12,,
10333106,ST CROIX VALLEY CHAMBER OF COMMERCE,,39 UNION ST,CALAIS,ME,04619-1819,0,6,3,3000,200701,2,0,0,1,1,201412,0,0,2,0,12,0,0,0,S41,,2007,1,2014,12
10333299,HOULTON FIRST BAPTIST CHURCH,,PO BOX 960,HOULTON,ME,04730-0960,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3262,1955,4,,
10333304,FOX ISLANDS ELECTRIC COOPERATIVE INC,,66 MAIN ST,VINALHAVEN,ME,04863-0000,0,12,3,1000,197905,2,0,250000000,1,1,201412,8,6,1,0,12,10420669,2885156,1583037,,,1979,5,2014,12
10338494,KITTERY LIONS COMMUNITY SERVICES INC,% GORDON MOORE,PO BOX 104,KITTERY,ME,03904-0104,0,4,3,1000,197701,2,0,296000000,1,1,201510,0,0,2,0,10,0,0,0,,,1977,1,2015,10
10338521,PROJECTS INC,% FRANKLIN PERRY GATES,PO BOX 261,CAMDEN,ME,04843-0261,0,3,3,1200,197603,1,15,124126000,1,1,201506,0,0,2,0,6,0,0,0,L82Z,,1976,3,2015,6
10338544,CASCO BAY HEALTH CENTER,% NELSON HILL,87 CENTRAL AVE,PEAKS ISLAND,ME,04108-1147,0,3,3,1000,197601,1,16,155154151,1,1,201409,0,0,2,0,9,0,0,0,,,1976,1,2014,9
10338643,THE CASTINE WOMANS CLUB,% SAM FRIEDLANDER,PO BOX 585,CASTINE,ME,04421-0585,0,3,3,1000,200611,1,16,0,1,1,201505,0,0,2,0,5,0,0,0,B82,,2006,11,2015,5
10338688,MAINE STRING TEACHERS AND PLAYERS ASSOCIATION,% REBECCA EDMONDSON,2016 GLENWOOD AVE,HERMON,ME,04401-0863,0,3,3,1000,201101,1,16,0,1,1,201412,2,3,1,0,12,24751,93318,93318,B60,,2011,1,2014,12
10338987,MAINE ASSOCIATION OF BROADCASTERS,,69 SEWALL ST,AUGUSTA,ME,04330-6332,0,6,3,2000,197605,2,0,200205229,5,1,201412,6,5,1,0,12,1005539,764047,485727,,,1976,5,2014,12
10339045,CUMBERLAND COMMUNITY NURSERY SCHOOL,% KIMBERLY VINE,PO BOX 87,CUMBERLAND,ME,04021-0087,0,3,3,2000,197603,1,11,32000000,1,1,201506,0,0,2,0,6,0,0,0,,,1976,3,2015,6
10339085,THE FIRST CONGREGATIONAL SOCIETY IN EDGECOMB,% THOMAS C BOUDIN,PO BOX 113,EDGECOMB,ME,04556-0113,0,3,3,7000,200112,1,10,0,1,1,201304,0,0,6,0,4,0,0,0,X20,,2001,12,2013,4
10339155,FORT FAIRFIELD HIGH SCHOOL ALUMNI ASSOCIATION,% JUDY YOUNG,PO BOX 201,FT FAIRFIELD,ME,04742-0201,0,3,3,1200,197604,1,16,34040059,5,1,201412,0,0,2,0,12,0,0,0,,,1976,4,2014,12
10339164,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% ELAINE SPRING,PO BOX 1220,PORTLAND,ME,04104-1220,1381,5,9,3000,197606,2,0,263059264,5,1,201412,0,0,2,0,12,0,0,0,,L1373ME CABA PORTLAND MAINE,1976,6,2014,12
10339213,MAINE DIOCESON COUNCIL OF CATHOLIC,% EMMA R LUCE TREAS,12 DUNN ST,OAKLAND,ME,04963-0000,928,3,9,1270,194603,1,10,41044063,5,1,,0,0,6,0,12,0,0,0,,,1946,3,,
10339251,STONINGTON PUBLIC LIBRARY,% MARY BLACKMORE TREASURER,PO BOX 441,STONINGTON,ME,04681-0441,0,3,3,1000,199703,1,15,61000000,1,1,201512,0,0,2,0,12,0,0,0,B71I,,1997,3,2015,12
10339295,MAINE HUMANITIES COUNCIL,,674 BRIGHTON AVE,PORTLAND,ME,04102-1012,0,3,3,2000,197602,1,15,119123602,1,1,201410,6,6,1,0,10,3530883,2801389,1453390,A70,,1976,2,2014,10
10339384,ME STATE ADVENT CHRISTIAN CONFERENCE,% WILLIAM J MONROE,35 BROOKSIDE DR,E WATERBORO,ME,04030-5616,1428,3,9,7000,195809,1,10,0,5,1,,0,0,6,0,12,0,0,0,,,1958,9,,
10339467,CANTON HISTORICAL SOCIETY,% ELISE DESPRES,457 ALDEN HILL RD,JAY,ME,04239-3302,0,3,3,2000,199910,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,A80,,1999,10,2014,12
10339489,ST JOSEPHS REHABILITATION & RESIDENCE,,1133 WASHINGTON AVE,PORTLAND,ME,04103-3629,928,3,9,1700,194603,1,16,150120000,5,1,201406,6,7,1,0,6,4609007,9694901,9668182,,,1946,3,2014,6
10339532,POPHAM BEACH ASSOCIATION,% GAIL BUTLER,66 FORT BALDWIN RD,PHIPPSBURG,ME,04562-4742,0,3,3,2000,199306,1,15,61319000,5,1,201512,0,0,2,0,12,0,0,0,,,1993,6,2015,12
10339556,CHURCH OF THE OPEN BIBLE OF CHERRYFIELD,,PO BOX 134,CHERRYFIELD,ME,04622-0134,0,3,3,1000,197607,1,10,1029000,1,1,,0,0,6,0,12,0,0,0,,,1976,7,,
10339589,AMERICAN LEGION AUXILIARY,% CLARA GLENDENNING,26 COLLEGE ST,LEWISTON,ME,04240-7102,964,19,9,1000,194610,1,0,319907000,5,1,201509,0,0,2,0,9,0,0,0,,22 LEWISTON,1946,10,2015,9
10339631,BIDDEFORD YOUTH HOCKEY ASSOCIATION,,PO BOX 873,BIDDEFORD,ME,04005-0873,0,3,3,1000,197604,1,16,349000000,1,1,201503,3,4,1,0,3,38985,154234,154234,N68Z,,1976,4,2015,3
10339744,LOVELL HISTORICAL SOCIETY,,PO BOX 166,LOVELL,ME,04051-0166,0,3,3,1000,199703,1,15,0,1,1,201412,4,3,2,0,12,259702,46885,46507,A800,,1997,3,2014,12
10339851,REGIONAL TRANSPORTATION PROGRAM INC,,127 SAINT JOHN ST,PORTLAND,ME,04102-3042,0,3,3,1000,197603,1,15,560000000,1,1,201409,6,6,1,0,9,1827668,3057677,3057677,P52Z,,1976,3,2014,9
10339969,MAINE SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS,,153 US ROUTE 1 STE 8,SCARBOROUGH,ME,04074-9053,0,6,3,2000,197604,2,0,205000000,1,1,201405,5,4,1,0,5,694856,216251,216251,B50C,,1976,4,2014,5
10339973,HOLLIS CENTER LIBRARY ASSOCIATION,,14 LITTLE FALLS RD,HOLLIS CENTER,ME,04042-3923,0,3,3,1000,200310,1,15,0,1,1,201506,4,3,2,0,6,296615,47037,47037,B117,,2003,10,2015,6
10339990,BUXTON CENTRE BAPTIST CHURCH,,938 LONG PLAINS RD,BUXTON,ME,04093-3208,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3333,1955,4,,
10340036,SHRINERS INTERNATIONAL,% ANAH SHRINERS,586 MAIN ST,BANGOR,ME,04401-6822,229,10,9,1000,194011,1,0,36000000,5,1,,0,0,2,0,12,0,0,0,,NORTHERN PENOBSCOT COUNTY SHRINE,1940,11,,
10340111,EAST MILLINOCKET HOUSING CORP,,26A OAK PARK MNR,E MILLINOCKET,ME,04430-1225,0,3,3,1000,199911,1,15,0,1,1,201412,5,4,1,0,12,849062,392677,392677,L21,,1999,11,2014,12
10340181,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ELLEN WINCHENBACH,1121 MANKTOWN RD,WALDOBORO,ME,04572-5825,239,4,9,3000,196603,2,0,999000000,5,1,201406,0,0,2,0,7,0,0,0,,13665 WALDOBORO,1966,3,2014,6
10340261,HOWLAND HOUSING CORPORATION,% GARY BUCK PROPERTY MANAGEMENT,66 WATER ST,HOWLAND,ME,04448-3707,0,3,3,1000,197801,1,15,382000000,1,1,201412,4,3,1,0,12,189199,97548,97548,L22,,1978,1,2014,12
10340398,THORNTON HEIGHTS UNITED METHODIST CHURCH,,100 WESTBROOK ST,S PORTLAND,ME,04106-5234,2573,3,9,7000,197410,1,10,0,5,1,201312,0,0,6,0,12,0,0,0,,,1974,10,2013,12
10340467,OAKLAND AREA HISTORICAL SOCIETY,% RICHARD LORD,26 CHURCH ST,OAKLAND,ME,04963-4942,0,3,3,1000,197907,1,15,62060915,1,1,201412,0,0,2,0,12,0,0,0,,,1979,7,2014,12
10340501,COE-BROWN NORTHWOOD ACADEMY,% NANCY EDMUNDS,907 FIRST NH TPK,NORTHWOOD,NH,03261-3201,0,3,3,1000,201206,1,16,0,1,1,201507,0,0,2,0,7,0,0,0,B84,,2012,6,2015,7
10340559,OUR LADY OF MT CARMEL,% DONALD & THERESENLESSARD,16 MEMORIAL DR,BIDDEFORD,ME,04005-2928,0,3,3,7000,197602,1,15,6007000,5,1,201312,1,1,2,0,12,337,8401,8401,,,1976,2,2013,12
